,mpg,milage,maketype,car_id,region,price,make,type,scrapedate,alder,ccm2,doors,aldercat,navn
1134,26.3,92000.0,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d",5604998,København,79700.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Hovedstaden
1135,16.4,100000.0,"Ford Focus 1,5 SCTi 182 Titanium stc. aut. 5d",5544994,Syd- og Sønderjylland,184900.0,Ford,Focus,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Syddanmark
1136,20.4,126000.0,"Ford Ka 1,2 Trend+ 3d",5626795,Vestjylland,39900.0,Ford,Ka,2022-11-08 22:29:38.772658,8,1200.0,3d,veteran,Region Syddanmark
1137,25.5,6255.0,"Toyota Aygo X 1,0 Air Active 5d",5626792,Syd- og Sønderjylland,156990.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1138,22.4,28000.0,"Toyota Yaris 1,5 VVT-iE T3 Smart MDS 5d",5626793,Østjylland,184900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,2,1500.0,5d,veteran,Region Midtjylland
1139,24.2,6000.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5604979,Syd- og Sønderjylland,219900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1140,26.3,77000.0,"Toyota Aygo 1,0 VVT-i x-press 5d",5532360,Syd- og Sønderjylland,74900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
1141,21.2,14500.0,"Ford Puma 1,0 EcoBoost mHEV Titanium DCT 5d",5575050,Vestjylland,299900.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Syddanmark
1142,18.6,70000.0,"Ford Focus 1,5 EcoBoost ST-Line Business stc. aut. 5d",5559737,Syd- og Sønderjylland,279900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Syddanmark
1143,13.9,159000.0,"Volvo S40 1,6  4d",5529936,Nordsjælland,49900.0,Volvo,S40,2022-11-08 22:29:38.772658,15,1600.0,4d,veteran,Region Sjælland
1144,18.3,47000.0,"Ford Fiesta 1,5 EcoBoost ST2 5d",5595978,Syd- og Vestsjælland,249900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Sjælland
1145,28.9,37000.0,"Toyota Aygo 1,0 VVT-i x-press 5d",5626749,Nordsjælland,99900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Sjælland
1146,19.6,75000.0,"Ford C-MAX 1,0 SCTi 100 Titanium 5d",5495532,Nordjylland,139900.0,Ford,C-MAX,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Nordjylland
1147,20.8,83000.0,"Ford Focus 1,0 SCTi 125 Titanium stc. 5d",5612642,Nordjylland,169900.0,Ford,Focus,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Nordjylland
1148,11.4,356000.0,"Volvo S60 2,4 140 Summum 4d",5529908,Østjylland,14900.0,Volvo,S60,2022-11-08 22:29:38.772658,18,2400.0,4d,veteran,Region Midtjylland
1149,19.2,19000.0,"Ford Focus 1,0 EcoBoost ST-Line X stc. aut. 5d",5575001,København,319900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1150,23.3,29175.0,"Toyota Yaris 1,0 VVT-i T2 5d",5626735,København,124900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Hovedstaden
1151,23.3,29280.0,"Toyota Yaris 1,0 VVT-i T2 5d",5628791,København,124900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Hovedstaden
1152,26.3,147500.0,"Toyota Aygo 1,0 VVT-i x-white 5d",5605259,Syd- og Vestsjælland,59900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Sjælland
1153,26.3,172000.0,"Toyota Aygo 1,0 VVT-i x-play 5d",5626721,Fyn,59900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Syddanmark
1154,15.2,154000.0,"Ford C-MAX 1,6 Ti-VCT 105 Trend 5d",5626713,Fyn,75900.0,Ford,C-MAX,2022-11-08 22:29:38.772658,11,1600.0,5d,veteran,Region Syddanmark
1155,12.8,238000.0,"Volvo V40 1,8 Classic 5d",5626704,Østjylland,9999.0,Volvo,V40,2022-11-08 22:29:38.772658,18,1800.0,5d,veteran,Region Midtjylland
1156,15.2,291000.0,"Toyota Avensis 1,8 VVT-i T2 Business stc. 5d",5626689,Fyn,56500.0,Toyota,Avensis,2022-11-08 22:29:38.772658,12,1800.0,5d,veteran,Region Syddanmark
1157,26.3,46000.0,"Toyota Aygo 1,0 VVT-i x-sky 5d",5589354,København,89900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Hovedstaden
1158,13.5,50000.0,"Ford Kuga 1,5 SCTi 182 Vignale aut. AWD 5d",5589355,Syd- og Vestsjælland,294900.0,Ford,Kuga,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Sjælland
1159,20.8,23656.0,"Toyota Yaris 1,5 T3 Smart 5d",5574902,Syd- og Sønderjylland,199900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,2,1500.0,5d,veteran,Region Syddanmark
1160,21.3,130000.0,"Ford Focus 1,0 SCTi 125 Titanium 5d",5494056,Østjylland,109900.0,Ford,Focus,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Midtjylland
1161,19.6,171000.0,"Toyota Yaris 1,3 T3 5d",5493223,Nordsjælland,54900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,12,1300.0,5d,veteran,Region Sjælland
1162,21.6,43000.0,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d",5559299,Østjylland,149900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Midtjylland
1163,26.3,169000.0,"Toyota Aygo 1,0 VVT-i x-touch 5d",5529765,Østjylland,49800.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Midtjylland
1164,18.2,246000.0,"Ford Fiesta 1,25 60 Trend 5d",5626638,Syd- og Sønderjylland,28900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,11,1250.0,5d,veteran,Region Syddanmark
1165,13.9,175000.0,"Toyota Avensis 1,8 VVT-i Sol 5d",5626627,København,38500.0,Toyota,Avensis,2022-11-08 22:29:38.772658,16,1800.0,5d,veteran,Region Hovedstaden
1166,12.8,194000.0,"Volvo S40 1,8 Business 4d",5626603,København,14900.0,Volvo,S40,2022-11-08 22:29:38.772658,20,1800.0,4d,veteran,Region Hovedstaden
1167,20.4,98000.0,"Ford Ka 1,2 Grand Prix II 3d",5626590,Nordjylland,39900.0,Ford,Ka,2022-11-08 22:29:38.772658,10,1200.0,3d,veteran,Region Nordjylland
1168,12.3,270000.0,"Ford S-MAX 2,0 Trend 7prs 5d",5626586,Østjylland,44900.0,Ford,S-MAX,2022-11-08 22:29:38.772658,13,2000.0,5d,veteran,Region Midtjylland
1169,28.9,34000.0,"Toyota Aygo 1,0 VVT-i x-pression 5d",5626577,Østjylland,104500.0,Toyota,Aygo,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Midtjylland
1170,15.4,62000.0,"Ford Fusion 1,4 Ambiente 5d",5626567,Vestjylland,44700.0,Ford,Fusion,2022-11-08 22:29:38.772658,15,1400.0,5d,veteran,Region Syddanmark
1171,20.4,166000.0,"Ford Ka 1,2 Trend 3d",5626545,Nordjylland,44900.0,Ford,Ka,2022-11-08 22:29:38.772658,8,1200.0,3d,veteran,Region Nordjylland
1172,14.1,220000.0,"Toyota Avensis 1,6 VVT-i Terra 4d",5626543,København,16500.0,Toyota,Avensis,2022-11-08 22:29:38.772658,22,1600.0,4d,veteran,Region Hovedstaden
1173,26.3,51000.0,"Toyota Aygo 1,0 VVT-i x-play 5d",5626521,Syd- og Vestsjælland,79000.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
1174,15.6,180000.0,"Ford Focus 1,6 Ti-VCT 125 Titanium aut. 5d",5626516,Syd- og Vestsjælland,73300.0,Ford,Focus,2022-11-08 22:29:38.772658,10,1600.0,5d,veteran,Region Sjælland
1175,11.6,220000.0,"Toyota RAV4 2,0 VVT-i Plus 4x4 5d",5626511,Syd- og Vestsjælland,89900.0,Toyota,RAV4,2022-11-08 22:29:38.772658,16,2000.0,5d,veteran,Region Sjælland
1176,20.4,55000.0,"Ford Ka 1,2 Trend+ 3d",5626416,Syd- og Vestsjælland,48300.0,Ford,Ka,2022-11-08 22:29:38.772658,7,1200.0,3d,veteran,Region Sjælland
1177,23.3,101000.0,"Ford Fiesta 1,0 SCTi 125 Titanium X 5d",5626412,Syd- og Vestsjælland,78300.0,Ford,Fiesta,2022-11-08 22:29:38.772658,8,1000.0,5d,veteran,Region Sjælland
1178,23.7,29000.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line X 5d",5626400,Nordjylland,219900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Nordjylland
1179,20.4,40000.0,"Toyota Yaris 1,5 VVT-iE T2 Limited MDS 5d",5626390,København,4180.0,Toyota,Yaris,2022-11-08 22:29:38.772658,2,1500.0,5d,veteran,Region Hovedstaden
1180,26.3,78000.0,"Toyota Aygo 1,0 VVT-i x-press 5d",5626356,Østjylland,64700.0,Toyota,Aygo,2022-11-08 22:29:38.772658,8,1000.0,5d,veteran,Region Midtjylland
1181,11.9,269000.0,"Volvo S60 2,4 140 4d",5626338,Vestjylland,15000.0,Volvo,S60,2022-11-08 22:29:38.772658,21,2400.0,4d,veteran,Region Syddanmark
1182,16.9,112000.0,"Ford Mondeo 1,5 SCTi 160 Titanium stc. 5d",5626311,Syd- og Sønderjylland,199900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,4,1500.0,5d,veteran,Region Syddanmark
1183,23.3,10000.0,"Ford Focus 1,0 EcoBoost mHEV Titanium 5d",5626278,Syd- og Sønderjylland,269900.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1184,23.3,118000.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5626219,Syd- og Vestsjælland,109800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Sjælland
1185,18.5,63000.0,"Ford Fiesta 1,25 60 Trend 5d",5626202,København,59900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,10,1250.0,5d,veteran,Region Hovedstaden
1186,26.3,64000.0,"Toyota Aygo 1,0 VVT-i x-cellence 5d",5626196,Østjylland,89900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Midtjylland
1187,22.2,118000.0,"Toyota Aygo 1,0 Plus 5d",5626104,Østjylland,31500.0,Toyota,Aygo,2022-11-08 22:29:38.772658,10,1000.0,5d,veteran,Region Midtjylland
1188,22.4,8000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5506272,Østjylland,244800.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Midtjylland
1189,15.4,103000.0,"Toyota Avensis 1,8 VVT-i T2 Executive Touring Sports 5d",5625884,København,179900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,5,1800.0,5d,veteran,Region Hovedstaden
1190,26.3,180000.0,"Toyota Aygo 1,0 VVT-i x-touch 5d",5625875,Nordjylland,54900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Nordjylland
1191,24.2,5000.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5625833,København,209900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
1192,13.0,177000.0,"Ford Mondeo 2,0 SCTi 203 Titanium stc. aut. 5d",5630923,Syd- og Vestsjælland,99800.0,Ford,Mondeo,2022-11-08 22:29:38.772658,12,2000.0,5d,veteran,Region Sjælland
1193,18.2,112000.0,"Ford Fiesta 1,25 60 Trend 5d",5625790,København,44800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,12,1250.0,5d,veteran,Region Hovedstaden
1194,22.4,6000.0,"Toyota Yaris 1,0 Active 5d",5625778,Østjylland,184000.0,Toyota,Yaris,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Midtjylland
1195,15.2,132000.0,"Toyota Avensis 1,8 VVT-i T2 Premium stc. 5d",5625750,Østjylland,119500.0,Toyota,Avensis,2022-11-08 22:29:38.772658,8,1800.0,5d,veteran,Region Midtjylland
1196,18.9,2000.0,"Ford Focus 1,0 EcoBoost mHEV Titanium X 5d",5625676,Syd- og Sønderjylland,299800.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1197,23.3,2000.0,"Ford Focus 1,0 EcoBoost mHEV ST-Line X 5d",5625677,Syd- og Sønderjylland,329900.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1198,10.2,295000.0,"Ford Mondeo 2,5 V6 170 Ghia 5d",5625678,Syd- og Sønderjylland,19900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,20,2500.0,5d,veteran,Region Syddanmark
1199,22.0,3000.0,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d",5625659,Syd- og Vestsjælland,343900.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Sjælland
1200,17.9,276000.0,"Toyota Yaris 1,0 Sol 5d",5625654,København,14900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,17,1000.0,5d,veteran,Region Hovedstaden
1201,20.8,149000.0,"Ford Focus 1,0 SCTi 125 Titanium stc. 5d",5625572,Østjylland,104900.0,Ford,Focus,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Midtjylland
1202,23.3,70000.0,"Ford Fiesta 1,0 SCTi 100 Titanium 5d",5625527,Syd- og Sønderjylland,99900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Syddanmark
1203,26.3,158700.0,"Toyota Aygo 1,0 VVT-i x-play 5d",5626831,Syd- og Vestsjælland,59900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Sjælland
1204,20.8,70902.0,"Toyota Yaris 1,5 VVT-i T1 5d",5625463,Syd- og Sønderjylland,119900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Syddanmark
1205,14.5,213000.0,"Toyota Verso 1,8 T4 7prs 5d",5625445,Fyn,79900.0,Toyota,Verso,2022-11-08 22:29:38.772658,12,1800.0,5d,veteran,Region Syddanmark
1206,15.6,90000.0,"Ford Fiesta 1,4 Ambiente 5d",5625419,Syd- og Sønderjylland,24900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,17,1400.0,5d,veteran,Region Syddanmark
1207,16.1,144000.0,"Ford Kuga 1,5 SCTi 150 Titanium 5d",5625461,Nordjylland,149700.0,Ford,Kuga,2022-11-08 22:29:38.772658,7,1500.0,5d,veteran,Region Nordjylland
1208,16.7,217000.0,"Ford Focus 1,6 Ti-VCT 105 Trend stc. 5d",5625410,Nordjylland,49700.0,Ford,Focus,2022-11-08 22:29:38.772658,10,1600.0,5d,veteran,Region Nordjylland
1209,20.4,94000.0,"Ford Ka 1,2 Trend+ 3d",5626725,Syd- og Sønderjylland,37900.0,Ford,Ka,2022-11-08 22:29:38.772658,12,1200.0,3d,veteran,Region Syddanmark
1210,15.2,197000.0,"Ford Fusion 1,6 Trend 5d",5625358,Syd- og Vestsjælland,25000.0,Ford,Fusion,2022-11-08 22:29:38.772658,14,1600.0,5d,veteran,Region Sjælland
1211,11.0,413000.0,"Volvo V70 2,4 140 Momentum 5d",5625286,Østjylland,29900.0,Volvo,V70,2022-11-08 22:29:38.772658,17,2400.0,5d,veteran,Region Midtjylland
1212,16.7,57000.0,"Ford Mondeo 1,5 EcoBoost Titanium stc. 5d",5625288,Fyn,249900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Syddanmark
1213,19.6,106000.0,"Ford C-MAX 1,0 SCTi 100 Titanium 5d",5625965,Syd- og Sønderjylland,134900.0,Ford,C-MAX,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
1214,24.2,500.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5625281,Syd- og Sønderjylland,229750.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
1215,12.3,250000.0,"Ford S-MAX 2,0 Trend 5d",5625249,København,40000.0,Ford,S-MAX,2022-11-08 22:29:38.772658,16,2000.0,5d,veteran,Region Hovedstaden
1216,12.0,150000.0,"Ford S-MAX 2,0 SCTi 240 Titanium aut. 5d",5625179,Østjylland,219800.0,Ford,S-MAX,2022-11-08 22:29:38.772658,9,2000.0,5d,veteran,Region Midtjylland
1217,13.7,179000.0,"Volvo C30 1,8 Sport 3d",5625183,Syd- og Vestsjælland,74800.0,Volvo,C30,2022-11-08 22:29:38.772658,13,1800.0,3d,veteran,Region Sjælland
1218,22.8,3000.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium DCT 5d",5625136,København,274900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
1219,21.2,52000.0,"Ford Fiesta 1,0 EcoBoost Active II 5d",5625142,Fyn,169900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Syddanmark
1220,23.3,103000.0,"Ford Fiesta 1,0 65 Trend 5d",5625103,Fyn,59800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,9,1000.0,5d,veteran,Region Syddanmark
1221,20.4,87000.0,"Ford Ka 1,2 Titanium 3d",5625055,Lolland-Falster,49990.0,Ford,Ka,2022-11-08 22:29:38.772658,7,1200.0,3d,veteran,Region Sjælland
1222,23.3,57000.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5625056,København,112000.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Hovedstaden
1223,22.8,30000.0,"Ford Focus 1,0 EcoBoost mHEV ST-Line 5d",5625057,København,279900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1224,18.2,92000.0,"Ford Fiesta 1,25 60 Trend 5d",5625058,Syd- og Vestsjælland,59800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,11,1250.0,5d,veteran,Region Sjælland
1225,15.6,390000.0,"Toyota Yaris Verso 1,3 Terra 5d",5624982,Østjylland,19900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,17,1300.0,5d,veteran,Region Midtjylland
1226,16.1,97000.0,"Ford Kuga 1,5 SCTi 150 Titanium 5d",5624973,Fyn,169800.0,Ford,Kuga,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Syddanmark
1227,18.1,93000.0,"Ford Focus 1,0 SCTi 125 Titanium stc. aut. 5d",5624967,Østjylland,169900.0,Ford,Focus,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Midtjylland
1228,23.8,39000.0,"Toyota Aygo 1,0 VVT-i x-play x-shift 5d",5624946,Syd- og Vestsjælland,105000.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Sjælland
1229,23.3,168000.0,"Toyota Yaris 1,0 VVT-i T2 5d",5624977,Vestjylland,76800.0,Toyota,Yaris,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Syddanmark
1230,19.2,30000.0,"Ford Focus 1,0 EcoBoost ST-Line X stc. aut. 5d",5624887,København,319900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1231,21.6,15400.0,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d",5624856,København,239900.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1232,20.4,150050.0,"Ford Fiesta 1,0 SCTi 100 Titanium aut. 5d",5624858,Nordsjælland,89900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
1233,15.4,96000.0,"Toyota Avensis 1,6 VVT-i T1 stc. 5d",5624861,Østjylland,132900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,7,1600.0,5d,veteran,Region Midtjylland
1234,22.4,85000.0,"Ford Fiesta 1,0 EcoBoost ST-Line 5d",5625208,Østjylland,154800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Midtjylland
1235,28.9,21000.0,"Toyota Aygo 1,0 VVT-i x-pression 5d",5624769,Fyn,117900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Syddanmark
1236,12.8,280000.0,"Volvo V40 1,8 Jubilæum 5d",5624743,Syd- og Vestsjælland,17500.0,Volvo,V40,2022-11-08 22:29:38.772658,19,1800.0,5d,veteran,Region Sjælland
1237,20.4,29000.0,"Ford Ka 1,2 Trend+ 3d",5624742,Østjylland,49800.0,Ford,Ka,2022-11-08 22:29:38.772658,8,1200.0,3d,veteran,Region Midtjylland
1238,20.4,196000.0,"Ford Ka 1,2 Titanium 3d",5624735,Syd- og Sønderjylland,34900.0,Ford,Ka,2022-11-08 22:29:38.772658,9,1200.0,3d,veteran,Region Syddanmark
1239,23.3,65642.0,"Toyota Yaris 1,0 VVT-i T2 5d",5624714,København,114900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Hovedstaden
1240,23.7,16000.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5624611,Nordsjælland,169800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
1241,20.8,162000.0,"Ford Focus 1,0 SCTi 125 Business stc. 5d",5624588,Nordsjælland,84800.0,Ford,Focus,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
1242,28.9,33794.0,"Toyota Aygo 1,0 VVT-i x-plore 5d",5624571,Vestjylland,94900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
1243,21.2,4000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium DCT 5d",5624528,København,309800.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
1244,27.5,28500.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5624497,Syd- og Vestsjælland,204900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
1245,23.3,99000.0,"Ford Fiesta 1,0 80 Trend+ 5d",5624462,Nordjylland,89900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Nordjylland
1246,23.3,131000.0,"Ford Fiesta 1,0 EcoBoost Titanium 5d",5624436,Fyn,119900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Syddanmark
1247,24.7,4000.0,"Toyota Aygo X 1,0 Active 5d",5624429,Østjylland,144600.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Midtjylland
1248,23.3,8000.0,"Ford Focus 1,0 EcoBoost mHEV Titanium X 5d",5624413,København,259900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1249,23.8,11800.0,"Toyota Aygo 1,0 VVT-i x-play x-shift 5d",5624392,København,79900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Hovedstaden
1250,13.5,317000.0,"Toyota Avensis 1,8 Terra 5d",5624371,Nordjylland,14900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,22,1800.0,5d,veteran,Region Nordjylland
1251,19.8,7000.0,"Ford Focus 1,0 EcoBoost Titanium X aut. 5d",5624364,København,279900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
1252,23.7,12000.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5624333,Østjylland,214800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Midtjylland
1253,25.8,2400.0,"Toyota Aygo X 1,0 Active 5d",5624312,Syd- og Vestsjælland,144900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Sjælland
1254,20.8,260000.0,"Ford Focus 1,0 SCTi 100 Edition stc. ECO 5d",5624286,Østjylland,49900.0,Ford,Focus,2022-11-08 22:29:38.772658,9,1000.0,5d,veteran,Region Midtjylland
1255,26.3,46000.0,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d",5624271,Fyn,78900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
1256,12.3,321000.0,"Toyota Avensis 2,0 Sol+ stc. 5d",5624224,Syd- og Sønderjylland,24900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,15,2000.0,5d,veteran,Region Syddanmark
1257,21.6,12500.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5624185,Syd- og Vestsjælland,219995.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
1258,20.8,183000.0,"Toyota Yaris 1,0 VVT-i T2 5d",5624113,Østjylland,49900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,10,1000.0,5d,veteran,Region Midtjylland
1259,22.9,54000.0,"Ford Focus 1,0 EcoBoost Titanium 5d",5623994,Fyn,199900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
1260,19.6,28000.0,"Ford Focus 1,0 EcoBoost Titanium aut. 5d",5623976,Nordsjælland,234900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
1261,22.0,5000.0,"Ford Focus 1,0 EcoBoost Connected stc. 5d",5623940,Østjylland,269000.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Midtjylland
1262,21.6,2000.0,"Ford Focus 1,0 EcoBoost Connected stc. 5d",5623945,Østjylland,269000.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Midtjylland
1263,23.4,32000.0,"Toyota Yaris 1,0 VVT-i T2 Limited 5d",5623923,Syd- og Sønderjylland,157900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Syddanmark
1264,13.9,275000.0,"Toyota Corolla 1,6 VVT-i Terra stc. 5d",5623910,Østjylland,29999.0,Toyota,Corolla,2022-11-08 22:29:38.772658,18,1600.0,5d,veteran,Region Midtjylland
1265,16.1,83030.0,"Ford Kuga 1,5 SCTi 150 Titanium 5d",5623871,Fyn,189800.0,Ford,Kuga,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Syddanmark
1266,15.4,66027.0,"Toyota Avensis 1,8 VVT-i T2 Limited Touring Sports 5d",5623874,Syd- og Sønderjylland,219900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,4,1800.0,5d,veteran,Region Syddanmark
