,mpg,milage,maketype,car_id,region,price,make,type,scrapedate,alder,ccm2,doors,aldercat,navn
0,21.6,18000.0,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d",5559177,København,169900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Hovedstaden
1,20.4,254000.0,"Ford Ka 1,2 Trend 3d",4367512,Nordjylland,34900.0,Ford,Ka,2022-11-08 22:29:38.772658,11,1200.0,3d,veteran,Region Nordjylland
2,,51000.0,"Ford Mustang 4,7 V8 289cui. 2d",5506605,København,245000.0,Ford,Mustang,2022-11-08 22:29:38.772658,57,4700.0,2d,veteran,Region Hovedstaden
3,13.9,246000.0,"Toyota Avensis 1,8 VVT-i Sol stc. 5d",5518799,København,29999.0,Toyota,Avensis,2022-11-08 22:29:38.772658,18,1800.0,5d,veteran,Region Hovedstaden
4,17.9,97000.0,"Volvo V40 2,0 T2 122 Momentum Eco 5d",5604536,Nordjylland,199900.0,Volvo,V40,2022-11-08 22:29:38.772658,5,2000.0,5d,veteran,Region Nordjylland
5,16.9,139000.0,"Ford Focus 1,6 Ti-VCT 105 Trend 5d",5453000,Fyn,74900.0,Ford,Focus,2022-11-08 22:29:38.772658,10,1600.0,5d,veteran,Region Syddanmark
6,20.4,124000.0,"Ford B-MAX 1,0 SCTi 125 Titanium 5d",5575903,Syd- og Sønderjylland,119900.0,Ford,B-MAX,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
7,15.4,136000.0,"Toyota Avensis 1,8 VVT-i T2 Premium Touring Sports 5d",5625031,Syd- og Vestsjælland,194900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,6,1800.0,5d,veteran,Region Sjælland
8,26.8,10000.0,"Ford Fiesta 1,0 EcoBoost Titanium X 5d",5518776,Nordsjælland,169700.0,Ford,Fiesta,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Sjælland
9,18.3,47000.0,"Ford Fiesta 1,5 EcoBoost ST3 5d",5529571,København,259900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Hovedstaden
10,28.9,32000.0,"Toyota Aygo 1,0 VVT-i x-style 5d",5604497,Østjylland,104900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Midtjylland
11,14.9,28000.0,"Toyota Corolla 1,4 Luna 4d",5391868,Syd- og Vestsjælland,89900.0,Toyota,Corolla,2022-11-08 22:29:38.772658,15,1400.0,4d,veteran,Region Sjælland
12,19.8,34000.0,"Ford Puma 1,0 EcoBoost Titanium DCT 5d",5604482,Syd- og Sønderjylland,279500.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Syddanmark
13,15.4,96000.0,"Ford C-MAX 1,5 SCTi 182 Titanium aut. 5d",5518754,København,169800.0,Ford,C-MAX,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Hovedstaden
14,25.8,2000.0,"Toyota Aygo X 1,0 Active 5d",5459230,København,144990.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
15,19.0,56000.0,"Ford Focus 1,0 EcoBoost Titanium stc. aut. 5d",5574546,København,244900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Hovedstaden
16,23.3,174200.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5590255,Syd- og Vestsjælland,69900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,9,1000.0,5d,veteran,Region Sjælland
17,26.3,136000.0,"Toyota Aygo 1,0 VVT-i x-press 5d",5596702,Nordsjælland,64900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Sjælland
18,22.4,5000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5518719,Syd- og Vestsjælland,269500.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Sjælland
19,23.3,96000.0,"Ford Fiesta 1,0 SCTi 100 Titanium 5d",5595863,Syd- og Sønderjylland,99900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
20,22.2,91000.0,"Ford Fiesta 1,0 EcoBoost Vignale 5d",5529475,Østjylland,159700.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Midtjylland
21,19.6,114000.0,"Ford C-MAX 1,0 SCTi 100 Edition 5d",5544431,Vestjylland,109500.0,Ford,C-MAX,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
22,24.2,50.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5604389,Fyn,209900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
23,20.4,75000.0,"Ford B-MAX 1,0 SCTi 100 Titanium 5d",5617405,København,79900.0,Ford,B-MAX,2022-11-08 22:29:38.772658,10,1000.0,5d,veteran,Region Hovedstaden
24,15.4,80000.0,"Ford S-MAX 1,5 SCTi 160 Titanium 7prs 5d",5558977,København,249900.0,Ford,S-MAX,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Hovedstaden
25,19.6,124000.0,"Ford C-MAX 1,0 SCTi 125 Titanium 5d",5535932,Syd- og Vestsjælland,139500.0,Ford,C-MAX,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
26,10.4,191000.0,"Toyota Avensis 2,4 Sol stc. aut. 5d",5427674,Syd- og Vestsjælland,60000.0,Toyota,Avensis,2022-11-08 22:29:38.772658,15,2400.0,5d,veteran,Region Sjælland
27,26.2,27000.0,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d",5499694,Østjylland,229800.0,Ford,Puma,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Midtjylland
28,26.3,19000.0,"Toyota Aygo 1,0 VVT-i x-play Touch 5d",5544312,København,84900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Hovedstaden
29,22.8,9000.0,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d",5506358,Østjylland,274900.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Midtjylland
30,19.8,10500.0,"Ford Focus 1,0 EcoBoost Titanium X aut. 5d",5518611,København,269900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
31,14.5,213000.0,"Ford C-MAX 1,6 Ambiente 5d",5478180,København,44900.0,Ford,C-MAX,2022-11-08 22:29:38.772658,15,1600.0,5d,veteran,Region Hovedstaden
32,28.9,35000.0,"Toyota Aygo 1,0 VVT-i x-clusiv 5d",5604224,Syd- og Vestsjælland,117500.0,Toyota,Aygo,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
33,18.5,96000.0,"Volvo V40 1,6 T3 150 Kinetic 5d",4487107,Syd- og Vestsjælland,180000.0,Volvo,V40,2022-11-08 22:29:38.772658,9,1600.0,5d,veteran,Region Sjælland
34,17.9,122400.0,"Ford Focus 1,5 SCTi 150 Titanium stc. 5d",5544243,Syd- og Vestsjælland,152900.0,Ford,Focus,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Sjælland
35,24.7,2000.0,"Toyota Aygo X 1,0 Active 5d",5478132,København,145980.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
36,19.3,38000.0,"Volvo V40 1,5 T3 152 Dynamic Edition aut. 5d",5617246,Syd- og Sønderjylland,299900.0,Volvo,V40,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Syddanmark
37,16.7,85000.0,"Toyota Yaris 1,3 Luna 5d",5604144,Nordsjælland,54900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,16,1300.0,5d,veteran,Region Sjælland
38,16.1,137000.0,"Ford Kuga 1,5 SCTi 150 ST-Line 5d",5604150,Østjylland,209900.0,Ford,Kuga,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Midtjylland
39,27.5,18500.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5558810,Nordjylland,199900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Nordjylland
40,22.2,101000.0,"Ford Fiesta 1,0 SCTi 140 Titanium 5d",5518549,Syd- og Sønderjylland,99900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Syddanmark
41,16.2,60000.0,"Volvo V60 2,0 T4 190 Momentum aut. 5d",5617197,Syd- og Sønderjylland,399900.0,Volvo,V60,2022-11-08 22:29:38.772658,2,2000.0,5d,veteran,Region Syddanmark
42,14.0,213000.0,"Volvo V50 1,6 Momentum 5d",5492663,København,54900.0,Volvo,V50,2022-11-08 22:29:38.772658,15,1600.0,5d,veteran,Region Hovedstaden
43,25.6,24000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5588813,Syd- og Sønderjylland,224800.0,Ford,Puma,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Syddanmark
44,26.3,78000.0,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d",5427377,København,89900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Hovedstaden
45,20.4,138000.0,"Ford B-MAX 1,0 SCTi 125 Titanium 5d",5574251,Syd- og Sønderjylland,95000.0,Ford,B-MAX,2022-11-08 22:29:38.772658,9,1000.0,5d,veteran,Region Syddanmark
46,24.2,100.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5617140,Syd- og Sønderjylland,237900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
47,18.6,83500.0,"Ford Focus 1,5 EcoBoost ST-Line Business stc. aut. 5d",5600873,Syd- og Vestsjælland,329900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Sjælland
48,22.9,14000.0,"Ford Fiesta 1,0 EcoBoost Titanium 5d",5604030,Syd- og Vestsjælland,169900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
49,13.5,185000.0,"Volvo V60 CC 2,5 T5 254 Plus aut. AWD 5d",5588762,Østjylland,259980.0,Volvo,V60,2022-11-08 22:29:38.772658,5,2500.0,5d,veteran,Region Midtjylland
50,15.9,66000.0,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d",5529163,København,239900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,4,1500.0,5d,veteran,Region Hovedstaden
51,23.3,112000.0,"Ford Fiesta 1,0 EcoBoost ST-Line 5d",5458825,Østjylland,119900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Midtjylland
52,15.9,75000.0,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d",5138800,København,229800.0,Ford,Mondeo,2022-11-08 22:29:38.772658,5,1500.0,5d,veteran,Region Hovedstaden
53,26.3,61000.0,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d",5617068,Østjylland,69000.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Midtjylland
54,22.8,1000.0,"Ford Focus 1,0 EcoBoost mHEV Titanium Style stc. 5d",5617030,Syd- og Vestsjælland,299900.0,Ford,Focus,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Sjælland
55,16.7,82483.0,"Volvo XC40 2,0 T4 190 Momentum aut. 5d",5588719,Vestjylland,394900.0,Volvo,XC40,2022-11-08 22:29:38.772658,3,2000.0,5d,veteran,Region Syddanmark
56,22.4,5000.0,"Ford Puma 1,0 EcoBoost mHEV ST-Line 5d",5506086,Vestjylland,279000.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
57,23.4,43000.0,"Toyota Yaris 1,0 VVT-i T2 5d",5603926,Nordsjælland,134900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
58,8.3,56000.0,"Ford Mustang 5,0 V8 GT Fastback aut. 2d",5616973,København,628800.0,Ford,Mustang,2022-11-08 22:29:38.772658,5,5000.0,2d,veteran,Region Hovedstaden
59,28.9,99000.0,"Toyota Aygo 1,0 VVT-i x-play 5d",5535561,Syd- og Vestsjælland,88500.0,Toyota,Aygo,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
60,22.4,2000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5506045,Vestjylland,279000.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
61,23.7,20104.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5506028,Syd- og Sønderjylland,184900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Syddanmark
62,19.2,133000.0,"Ford Grand C-MAX 1,0 SCTi 125 Titanium 7prs 5d",5590804,Syd- og Sønderjylland,159900.0,Ford,Grand,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Syddanmark
63,20.4,54700.0,"Ford B-MAX 1,0 SCTi 125 Titanium 5d",5558592,Østjylland,134700.0,Ford,B-MAX,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Midtjylland
64,22.4,3000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5506010,Vestjylland,279500.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
65,14.7,163000.0,"Toyota Avensis 1,8 VVT-i T2 E-CVT 4d",5603790,København,89900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,12,1800.0,4d,veteran,Region Hovedstaden
66,23.3,119000.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5492359,Syd- og Sønderjylland,99900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
67,21.6,54000.0,"Ford Focus 1,0 EcoBoost Titanium Business stc. 5d",5603793,Syd- og Vestsjælland,209800.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
68,24.2,4000.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line 5d",5603760,København,219900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
69,21.6,14000.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5603761,Syd- og Sønderjylland,239900.0,Ford,Puma,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Syddanmark
70,22.9,7000.0,"Toyota Yaris 1,5 T3 Smart Design 5d",5512544,Fyn,194900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,1,1500.0,5d,veteran,Region Syddanmark
71,23.3,78000.0,"Ford Fiesta 1,0 65 Trend 3d",5603731,Østjylland,79900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,3d,veteran,Region Midtjylland
72,12.3,306000.0,"Ford Mondeo 2,0 Active stc. 5d",5623257,Syd- og Sønderjylland,15000.0,Ford,Mondeo,2022-11-08 22:29:38.772658,16,2000.0,5d,veteran,Region Syddanmark
73,16.1,129000.0,"Ford Kuga 1,5 SCTi 150 Titanium 5d",5623282,Syd- og Vestsjælland,159500.0,Ford,Kuga,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Sjælland
74,14.5,195000.0,"Ford C-MAX 1,6 Titanium 5d",5616769,København,44900.0,Ford,C-MAX,2022-11-08 22:29:38.772658,15,1600.0,5d,veteran,Region Hovedstaden
75,26.3,24000.0,"Toyota Aygo 1,0 VVT-i x-clusiv 5d",5558433,Syd- og Vestsjælland,84900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
76,20.8,114000.0,"Ford Focus 1,0 SCTi 125 Business stc. 5d",5628969,Fyn,132500.0,Ford,Focus,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Syddanmark
77,23.7,19000.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5603611,Syd- og Vestsjælland,169800.0,Ford,Fiesta,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
78,23.3,73500.0,"Ford Fiesta 1,0 EcoBoost ST-Line 5d",5616734,Østjylland,159900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Midtjylland
79,15.9,138000.0,"Ford Mondeo 1,5 SCTi 160 Titanium aut. 5d",5616695,Østjylland,184900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Midtjylland
80,18.3,86966.0,"Toyota RAV4 2,0 T3 5d",5558373,Syd- og Sønderjylland,329900.0,Toyota,RAV4,2022-11-08 22:29:38.772658,3,2000.0,5d,veteran,Region Syddanmark
81,20.8,42000.0,"Ford Focus 1,5 EcoBoost Active 5d",5565964,Syd- og Vestsjælland,229900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Sjælland
82,15.4,50000.0,"Toyota Avensis 1,8 VVT-i T2 Premium Touring Sports 5d",5603531,København,229900.0,Toyota,Avensis,2022-11-08 22:29:38.772658,6,1800.0,5d,veteran,Region Hovedstaden
83,21.6,46000.0,"Ford Fiesta 1,1 Trend 5d",5543522,Østjylland,129900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1100.0,5d,veteran,Region Midtjylland
84,19.6,62000.0,"Ford Focus 1,0 EcoBoost Titanium aut. 5d",5540092,Syd- og Sønderjylland,219900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
85,13.5,98000.0,"Ford Mondeo 1,5 EcoBoost Titanium stc. aut. 5d",5528740,Vestjylland,238900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,4,1500.0,5d,veteran,Region Syddanmark
86,19.6,65000.0,"Ford Focus 1,0 EcoBoost Titanium aut. 5d",5505907,Syd- og Vestsjælland,221900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Sjælland
87,16.1,65500.0,"Ford Kuga 1,5 SCTi 150 ST-Line 5d",5508165,Syd- og Vestsjælland,254900.0,Ford,Kuga,2022-11-08 22:29:38.772658,4,1500.0,5d,veteran,Region Sjælland
88,22.9,59000.0,"Ford Fiesta 1,0 EcoBoost Titanium 5d",5588611,Syd- og Sønderjylland,144900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Syddanmark
89,24.7,6500.0,"Toyota Aygo 1,0 VVT-i x-press 5d",5550806,København,119900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
90,18.3,60000.0,"Ford Fiesta 1,5 EcoBoost ST3 3d",5528667,Syd- og Sønderjylland,268900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,2,1500.0,3d,veteran,Region Syddanmark
91,26.3,33000.0,"Toyota Aygo 1,0 VVT-i x-play 5d",5616556,København,69900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Hovedstaden
92,23.4,30000.0,"Ford Focus 1,0 EcoBoost Trend Edition 5d",5535058,Syd- og Sønderjylland,184900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
93,28.9,28000.0,"Toyota Aygo 1,0 VVT-i x-pression 5d",5603326,Syd- og Vestsjælland,107800.0,Toyota,Aygo,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
94,22.0,100.0,"Ford Puma 1,0 EcoBoost mHEV Titanium 5d",5543329,Vestjylland,279000.0,Ford,Puma,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
95,25.8,4000.0,"Toyota Aygo X 1,0 Pulse 5d",5603242,København,164900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
96,24.7,3500.0,"Toyota Aygo X 1,0 Pulse 5d",5603244,København,164900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Hovedstaden
97,22.4,81000.0,"Ford Focus 1,0 EcoBoost ST-Line 5d",5616385,Syd- og Vestsjælland,189800.0,Ford,Focus,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Sjælland
98,22.9,56000.0,"Ford Focus 1,0 EcoBoost Titanium Business stc. 5d",5609688,Fyn,209500.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
99,13.5,63000.0,"Ford Mondeo 2,0 SCTi 240 Vignale aut. 4d",5622782,Syd- og Vestsjælland,279900.0,Ford,Mondeo,2022-11-08 22:29:38.772658,6,2000.0,4d,veteran,Region Sjælland
100,16.1,105000.0,"Ford Kuga 1,5 SCTi 150 Titanium 5d",5557935,København,169900.0,Ford,Kuga,2022-11-08 22:29:38.772658,6,1500.0,5d,veteran,Region Hovedstaden
101,15.2,186000.0,"Ford Focus 1,4 80 Ambiente 3d",5514388,Nordsjælland,16900.0,Ford,Focus,2022-11-08 22:29:38.772658,15,1400.0,3d,veteran,Region Sjælland
102,24.2,10000.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium 5d",5505302,Nordsjælland,194700.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Sjælland
103,21.6,9000.0,"Ford Fiesta 1,0 EcoBoost Vignale 5d",5204919,Syd- og Sønderjylland,179900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Syddanmark
104,21.3,38000.0,"Ford Focus 1,0 SCTi 125 Titanium 5d",5573186,Syd- og Vestsjælland,164850.0,Ford,Focus,2022-11-08 22:29:38.772658,5,1000.0,5d,veteran,Region Sjælland
105,22.0,0.0,"Ford Focus 1,0 EcoBoost mHEV Titanium X stc. DCT 5d",5616252,Vestjylland,369900.0,Ford,Focus,2022-11-08 22:29:38.772658,-1,1000.0,5d,veteran,Region Syddanmark
106,16.7,130000.0,"Volvo XC40 2,0 T4 190 Momentum aut. 5d",5616238,Syd- og Vestsjælland,359800.0,Volvo,XC40,2022-11-08 22:29:38.772658,3,2000.0,5d,veteran,Region Sjælland
107,23.3,10000.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5557819,Østjylland,119500.0,Ford,Fiesta,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Midtjylland
108,23.3,10000.0,"Ford Focus 1,0 EcoBoost mHEV ST-Line 5d",5505206,København,259900.0,Ford,Focus,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Hovedstaden
109,26.3,117000.0,"Toyota Aygo 1,0 VVT-i x-pure 5d",5528258,Syd- og Sønderjylland,74900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Syddanmark
110,27.5,36000.0,"Ford Fiesta 1,0 EcoBoost mHEV Titanium X 5d",5505192,Syd- og Vestsjælland,174900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,2,1000.0,5d,veteran,Region Sjælland
111,28.9,39000.0,"Toyota Aygo 1,0 VVT-i x-style 5d",5587808,København,114900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Hovedstaden
112,21.6,29000.0,"Toyota Yaris 1,5 VVT-iE T3 Smart 5d",5511859,København,157900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Hovedstaden
113,24.2,100.0,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line X 5d",5602958,Vestjylland,249500.0,Ford,Fiesta,2022-11-08 22:29:38.772658,0,1000.0,5d,veteran,Region Syddanmark
114,24.7,3000.0,"Toyota Aygo 1,0 VVT-i x-sky 5d",5573006,Syd- og Vestsjælland,135000.0,Toyota,Aygo,2022-11-08 22:29:38.772658,1,1000.0,5d,veteran,Region Sjælland
115,17.7,11000.0,"Toyota Supra 2,0 GR Sport aut. 3d",5505112,Østjylland,795900.0,Toyota,Supra,2022-11-08 22:29:38.772658,2,2000.0,3d,veteran,Region Midtjylland
116,16.4,84000.0,"Toyota Avensis 1,6 VVT-i T1 4d",4890683,Syd- og Vestsjælland,159800.0,Toyota,Avensis,2022-11-08 22:29:38.772658,6,1600.0,4d,veteran,Region Sjælland
117,22.9,71000.0,"Ford Focus 1,0 EcoBoost ST-Line Business stc. 5d",5573570,Syd- og Sønderjylland,224900.0,Ford,Focus,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Syddanmark
118,26.3,101000.0,"Toyota Aygo 1,0 VVT-i x-wave Sky 5d",5602904,Nordsjælland,79900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Sjælland
119,16.7,23800.0,"Volvo XC40 2,0 T4 190 Inscription aut. 5d",5613838,København,429900.0,Volvo,XC40,2022-11-08 22:29:38.772658,2,2000.0,5d,veteran,Region Hovedstaden
120,21.6,36000.0,"Ford Fiesta 1,0 EcoBoost Vignale 5d",5542787,Syd- og Sønderjylland,189500.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Syddanmark
121,15.9,58000.0,"Volvo V90 2,0 T4 190 R-Design aut. 5d",5403403,Nordsjælland,499800.0,Volvo,V90,2022-11-08 22:29:38.772658,3,2000.0,5d,veteran,Region Sjælland
122,23.3,146000.0,"Ford Fiesta 1,0 SCTi 125 Titanium 5d",5602963,Syd- og Vestsjælland,89500.0,Ford,Fiesta,2022-11-08 22:29:38.772658,6,1000.0,5d,veteran,Region Sjælland
123,28.9,36000.0,"Toyota Aygo 1,0 VVT-i x-plore 5d",5609864,Nordsjælland,104900.0,Toyota,Aygo,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Sjælland
124,17.2,17000.0,"Ford EcoSport 1,0 EcoBoost Titanium aut. 5d",5598593,Syd- og Sønderjylland,199999.0,Ford,EcoSport,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Syddanmark
125,15.4,80000.0,"Ford C-MAX 1,5 SCTi 150 Titanium aut. 5d",5565176,Syd- og Vestsjælland,195000.0,Ford,C-MAX,2022-11-08 22:29:38.772658,7,1500.0,5d,veteran,Region Sjælland
126,26.3,87500.0,"Toyota Aygo 1,0 VVT-i x-touch 5d",5557576,Fyn,59999.0,Toyota,Aygo,2022-11-08 22:29:38.772658,7,1000.0,5d,veteran,Region Syddanmark
127,11.4,86000.0,"Ford Kuga 1,5 SCTi 176 Titanium aut. AWD 5d",5390250,Fyn,269900.0,Ford,Kuga,2022-11-08 22:29:38.772658,3,1500.0,5d,veteran,Region Syddanmark
128,22.4,71000.0,"Ford Fiesta 1,0 EcoBoost ST-Line 5d",5528075,Østjylland,169700.0,Ford,Fiesta,2022-11-08 22:29:38.772658,3,1000.0,5d,veteran,Region Midtjylland
129,23.3,4500.0,"Toyota Yaris 1,5 Active Tech 5d",5615993,København,209900.0,Toyota,Yaris,2022-11-08 22:29:38.772658,1,1500.0,5d,veteran,Region Hovedstaden
130,22.2,98000.0,"Ford Fiesta 1,0 EcoBoost ST-Line 5d",5517636,Syd- og Vestsjælland,147900.0,Ford,Fiesta,2022-11-08 22:29:38.772658,4,1000.0,5d,veteran,Region Sjælland
131,20.8,184000.0,"Ford Focus 1,0 SCTi 100 Edition stc. ECO 5d",5528062,Østjylland,84500.0,Ford,Focus,2022-11-08 22:29:38.772658,8,1000.0,5d,veteran,Region Midtjylland
