latitude,longitude,kommune,region,address,pris[DKK]
56.9726,8.6263,Thisted,North Denmark,178,1942769.6629213484
57.107,8.6391,Thisted,North Denmark,27,1044703.7037037037
57.1063,8.9832,Thisted,North Denmark,20,1062300.0
57.022,8.9721,Thisted,North Denmark,11,1061272.7272727273
56.8782,8.5045,Thisted,North Denmark,51,775196.0784313725
56.821,8.4021,Thisted,North Denmark,26,860846.1538461539
56.7306,8.4147,Struer,North Denmark,40,1334250.0
56.7726,8.2802,Thisted,North Denmark,27,1343777.7777777778
56.6368,8.5454,Struer,Central Jutland,35,983285.7142857143
56.5678,9.0226,Holstebro,Central Jutland,131,1628519.0839694657
56.4743,8.7959,Herning,Central Jutland,53,1126509.433962264
56.5815,9.1723,Skive,Central Jutland,22,1074545.4545454546
56.484,9.1354,Viborg,Central Jutland,17,1216411.7647058824
56.615,8.8218,Skive,Central Jutland,60,1000050.0
56.7234,8.9892,Skive,Central Jutland,77,1108883.1168831168
56.822,9.0224,Skive,Central Jutland,7,1092142.857142857
56.8107,8.8325,Morsø,North Denmark,98,1192275.5102040817
56.8472,8.7063,Morsø,North Denmark,37,952054.0540540541
56.7533,8.5789,Morsø,North Denmark,11,735363.6363636364
56.741,8.6453,Morsø,North Denmark,8,572500.0
56.7585,8.7271,Morsø,North Denmark,7,1156428.5714285714
56.7025,8.7222,Morsø,North Denmark,12,1087416.6666666667
56.1535,10.2034,Aarhus,Central Jutland,149,4568545.44966443
56.1888,10.1901,Aarhus,Central Jutland,62,4248836.258064516
56.1712,10.1605,Aarhus,Central Jutland,44,4840068.181818182
56.1578,10.1092,Aarhus,Central Jutland,84,4453090.130952381
56.1526,10.1602,Aarhus,Central Jutland,51,5239490.725490196
56.1976,10.2292,Aarhus,Central Jutland,115,8715931.486956522
56.2216,10.293,Aarhus,Central Jutland,70,6375428.571428572
56.1284,10.1421,Aarhus,Central Jutland,90,5200188.888888889
56.1119,10.1907,Aarhus,Central Jutland,105,7412184.447619048
55.9626,10.1795,Odder,Central Jutland,188,2833058.510638298
55.8602,10.5856,Samsø,Central Jutland,52,1964230.7692307692
56.0904,10.1318,Aarhus,Central Jutland,31,3337182.419354839
56.0698,10.1619,Aarhus,Central Jutland,22,4626227.2727272725
56.0578,10.2156,Aarhus,Central Jutland,8,4530625.0
56.036,10.2065,Odder,Central Jutland,36,4737833.333333333
55.913,10.0565,Odder,Central Jutland,18,2016611.111111111
56.0396,10.0881,Aarhus,Central Jutland,27,3636888.888888889
56.1077,10.0882,Aarhus,Central Jutland,34,2991294.117647059
56.0848,10.0333,Skanderborg,Central Jutland,60,3317483.3333333335
56.3324,10.0663,Favrskov,Central Jutland,64,2820343.75
56.2648,10.1466,Favrskov,Central Jutland,28,3000428.5714285714
56.1859,10.1089,Aarhus,Central Jutland,41,3146272.0
56.2595,10.0657,Favrskov,Central Jutland,60,3537050.0
56.2173,10.6747,Syddjurs,Central Jutland,104,2825125.0
56.3108,10.4664,Syddjurs,Central Jutland,69,2948463.768115942
56.1792,10.4728,Syddjurs,Central Jutland,37,2405486.4864864866
56.3145,10.7922,Syddjurs,Central Jutland,10,1365100.0
56.2572,9.8651,Favrskov,Central Jutland,98,2562081.6326530613
56.1449,9.9963,Aarhus,Central Jutland,41,3268878.048780488
56.1563,9.9273,Skanderborg,Central Jutland,90,2873015.933333333
56.2079,10.0395,Favrskov,Central Jutland,43,2782930.2325581396
56.2128,9.8331,Favrskov,Central Jutland,8,1964375.0
56.4213,10.8743,Norddjurs,Central Jutland,109,1437798.1651376146
56.2374,10.2318,Aarhus,Central Jutland,40,4398625.0
56.2628,10.2499,Aarhus,Central Jutland,21,3258190.476190476
56.2658,10.3144,Aarhus,Central Jutland,55,4273236.363636363
56.3161,10.3114,Syddjurs,Central Jutland,48,2924270.8333333335
56.3521,10.3423,Syddjurs,Central Jutland,27,2007518.5185185184
56.3849,10.4826,Syddjurs,Central Jutland,32,1934500.0
56.3532,10.5908,Syddjurs,Central Jutland,31,3789096.7741935486
56.3567,10.7585,Syddjurs,Central Jutland,18,786833.3333333334
56.4133,10.5803,Syddjurs,Central Jutland,11,1750000.0
56.5089,10.6657,Norddjurs,Central Jutland,22,1492409.0909090908
56.445,10.6601,Norddjurs,Central Jutland,15,1059200.0
56.1726,9.5564,Silkeborg,Central Jutland,401,4144229.4264339153
56.286,9.4126,Silkeborg,Central Jutland,102,1522696.0784313725
56.2401,9.5379,Silkeborg,Central Jutland,16,1561000.0
56.1772,9.7805,Favrskov,Central Jutland,14,1948500.0
56.2993,9.6023,Silkeborg,Central Jutland,29,1756379.1379310344
56.0898,9.5503,Silkeborg,Central Jutland,29,2124274.0
56.026,9.517,Horsens,Central Jutland,27,3475037.037037037
56.0401,9.9302,Horsens,Central Jutland,177,3543220.338983051
56.1514,9.8075,Skanderborg,Central Jutland,16,2601937.5
56.0885,9.759,Horsens,Central Jutland,68,4849705.882352941
55.8623,9.8468,Horsens,Central Jutland,403,2563986.1563275433
55.7314,9.7117,Vejle,Central Jutland,13,1991461.5384615385
55.7692,9.7022,Hedensted,Central Jutland,45,2702797.777777778
55.8028,9.6973,Hedensted,Central Jutland,44,1709840.9090909092
55.9484,9.9577,Horsens,Central Jutland,22,2165636.3636363638
55.9727,9.6192,Horsens,Central Jutland,59,2040881.3559322034
55.9319,9.8467,Horsens,Central Jutland,20,2236950.0
55.9699,9.7518,Horsens,Central Jutland,26,2304961.5384615385
55.8706,9.6629,Horsens,Central Jutland,7,1254000.0
55.875,9.6114,Hedensted,Central Jutland,18,1827055.5555555555
55.9306,9.4903,Horsens,Central Jutland,5,715000.0
55.9653,9.3974,Ikast-Brande,Central Jutland,18,1141388.888888889
55.7903,9.8068,Horsens,Central Jutland,3,1262666.6666666667
55.7627,9.8514,Horsens,Central Jutland,26,1793730.7692307692
55.755,10.284,Horsens,Central Jutland,2,1370000.0
55.9512,10.4371,Odder,Central Jutland,3,1629333.3333333333
56.4451,9.3909,Silkeborg,Central Jutland,357,2652873.949579832
56.502,9.6119,Viborg,Central Jutland,77,1305415.5844155843
56.519,9.3224,Viborg,Central Jutland,37,2174945.945945946
56.5807,9.3716,Viborg,Central Jutland,31,1470645.1612903227
56.3503,9.5115,Silkeborg,Central Jutland,23,1379478.2608695652
56.379,9.6515,Favrskov,Central Jutland,94,1488733.9893617022
56.3874,9.7928,Favrskov,Central Jutland,48,1273791.6666666667
56.4097,9.9173,Favrskov,Central Jutland,62,1662854.8387096773
56.3045,9.7856,Favrskov,Central Jutland,37,1587675.6756756757
56.2703,9.7072,Favrskov,Central Jutland,18,1845500.0
56.2244,9.738,Silkeborg,Central Jutland,18,2029333.3333333333
56.464,10.0341,Randers,Central Jutland,33,1845060.606060606
56.4764,9.9773,Randers,Central Jutland,148,2218250.4054054054
56.4835,10.0844,Randers,Central Jutland,105,2010580.9523809524
56.4358,10.0334,Favrskov,Central Jutland,69,1804739.1304347827
56.5294,10.3334,Norddjurs,Central Jutland,35,1057971.4285714286
56.4422,10.1127,Favrskov,Central Jutland,104,2103962.625
56.4807,10.4173,Norddjurs,Central Jutland,34,1470382.3529411764
56.4306,10.3752,Syddjurs,Central Jutland,30,1549466.6666666667
56.6359,10.2281,Randers,Central Jutland,37,3302027.027027027
56.54,10.0408,Randers,Central Jutland,41,1413707.3170731708
56.5835,10.1393,Randers,Central Jutland,30,1017233.3333333334
56.5456,9.879,Randers,Central Jutland,34,1365382.3529411764
57.0394,9.9135,Aalborg,North Denmark,272,3557336.3897058824
57.0116,9.8702,Aalborg,North Denmark,66,3077787.878787879
57.0108,9.9382,Aalborg,North Denmark,85,3310891.8
57.0291,9.9939,Aalborg,North Denmark,23,2387782.6086956523
56.9679,9.8502,Rebild,North Denmark,71,2514929.5774647887
56.9807,9.6229,Vesthimmerlands,North Denmark,92,2319913.0434782607
56.9813,9.9943,Rebild,North Denmark,31,3028516.129032258
57.0119,10.05,Aalborg,North Denmark,17,2348000.0
56.9769,10.1718,Aalborg,North Denmark,68,1876235.294117647
56.8928,10.1153,Rebild,North Denmark,25,1116040.0
57.3102,10.5013,Frederikshavn,North Denmark,104,1704817.3076923077
57.1002,10.0665,Aalborg,North Denmark,72,2156208.3333333335
57.1772,10.1484,Brønderslev,North Denmark,55,2069054.5454545454
57.1791,10.2976,Brønderslev,North Denmark,77,1358976.4285714286
57.1367,10.3919,Brønderslev,North Denmark,11,1180090.9090909092
57.2803,10.3281,Brønderslev,North Denmark,10,947000.0
57.0555,10.1854,Aalborg,North Denmark,21,1210428.5714285714
57.0316,10.3312,Brønderslev,North Denmark,75,1682800.0
57.1318,9.9628,Aalborg,North Denmark,16,2398687.5
57.1645,9.9601,Jammerbugt,North Denmark,21,1329523.8095238095
57.1981,9.9408,Brønderslev,North Denmark,21,1115309.5238095238
57.0698,9.9249,Aalborg,North Denmark,85,2307374.0235294118
57.1195,9.8578,Jammerbugt,North Denmark,36,1843777.7777777778
57.1458,9.7416,Brønderslev,North Denmark,85,2009294.1176470588
57.1072,9.5186,Jammerbugt,North Denmark,97,984690.7216494846
57.3825,9.7439,Brønderslev,North Denmark,66,2398984.8484848486
57.2111,9.6381,Jammerbugt,North Denmark,65,1568800.0
57.2542,9.6048,Jammerbugt,North Denmark,36,3290555.5555555555
57.2809,9.6602,Jammerbugt,North Denmark,11,1162454.5454545454
56.6469,9.7953,Viborg,North Denmark,167,1591449.0718562875
56.7647,9.892,Rebild,North Denmark,40,1338249.875
56.8442,9.9058,Rebild,North Denmark,59,1876525.4237288137
56.8945,9.8197,Rebild,North Denmark,85,2932728.705882353
56.8479,9.6904,Vesthimmerlands,North Denmark,18,1215388.888888889
56.6527,10.008,Randers,North Denmark,49,1541061.224489796
56.7505,10.2076,Rebild,North Denmark,109,1502266.0550458715
56.8271,10.1248,Rebild,North Denmark,20,819650.0
56.8125,10.0575,Rebild,North Denmark,23,1703913.043478261
56.8062,9.4964,Vesthimmerlands,North Denmark,81,1655864.1975308643
56.7454,9.6701,Vesthimmerlands,North Denmark,26,1102923.076923077
56.694,9.4909,Viborg,North Denmark,62,1263145.1612903227
56.6911,9.3438,Viborg,North Denmark,13,738692.3076923077
56.6077,9.5031,Viborg,Central Jutland,20,1284900.0
56.7691,9.2872,Vesthimmerlands,North Denmark,82,1251890.243902439
56.9303,9.2656,Vesthimmerlands,North Denmark,94,1175957.4468085107
56.8967,9.2038,Vesthimmerlands,North Denmark,24,699333.3333333334
57.0961,9.2608,Jammerbugt,North Denmark,77,1110941.5584415584
57.273,9.9482,Brønderslev,North Denmark,138,1522391.3043478262
57.2896,10.1101,Brønderslev,North Denmark,28,859285.7142857143
57.3401,10.2594,Brønderslev,North Denmark,26,876615.3846153846
57.3581,9.9481,Brønderslev,North Denmark,41,1429951.219512195
57.4654,9.9685,Hjørring,North Denmark,298,1826445.7281879194
57.3804,10.1308,Frederikshavn,North Denmark,22,948545.4545454546
57.5707,9.9667,Hjørring,North Denmark,77,1301597.4025974027
57.4677,10.236,Frederikshavn,North Denmark,49,1109755.1020408163
57.5707,10.2023,Frederikshavn,North Denmark,41,1269926.8292682928
57.4404,10.5041,Frederikshavn,North Denmark,305,1513445.9016393442
57.288,11.0146,Læsø,North Denmark,28,1360571.4285714286
57.4956,10.4893,Frederikshavn,North Denmark,18,1103222.2222222222
57.5261,10.4362,Frederikshavn,North Denmark,14,728571.4285714285
57.5996,10.4044,Frederikshavn,North Denmark,14,967500.0
57.7208,10.5621,Frederikshavn,North Denmark,98,4362000.0
